"","CollectionSite","DataUpload?(Initial)","ProcessedBy","DatePlanted","PlanterType","CollectionDate","Species","TagID","Condition","Mass(g)","Width(mm)","totallength(cm)","plumulelength(cm)","hypocotyllength(cm)","HypocotylColor","Roots(Y/N)","Float(Y/N)","NOTES","PartofSomething(C=CommunityEvent,N=nothing,E=experiment,MIC=mangrovesintheclassroomorstormstrongplant)","PlantName","CollectionDateParsed","CollectionYear","CollectionMonth","CollectionDay","Island","Lat","Long"
"3892","Perseverance Bay","NF","Ma","11/24/23","CC","9/19/23","RHMA","E2-282","H",25.66,"1.43","32.5","1.3","31.2","G","N",NA,NA,"MIC","Papa Jr",2023-09-19,"2023","09","19","St. Thomas",18.35087,-64.99782
"3893","Perseverance Bay","NF","Ma","11/24/23","CC","9/19/23","RHMA","E2-283","H",14.1,"1.14","27.5","1.2","26.3","G","N",NA,NA,"MIC","Papa Jr2",2023-09-19,"2023","09","19","St. Thomas",18.35087,-64.99782
"3894","Perseverance Bay","NF","Ev","11/24/23","CC","9/19/23","RHMA","E2-285","H",20.31,"1.24","31.5","1.7","29.8","G","N",NA,NA,"MIC","El big papi",2023-09-19,"2023","09","19","St. Thomas",18.35087,-64.99782
"3895","Perseverance Bay","NF","Ev","11/24/23","CC","9/19/23","RHMA","E2-284","H",13.83,"1.36","18.5","1.1","17.4","G","N",NA,NA,"MIC","Menece",2023-09-19,"2023","09","19","St. Thomas",18.35087,-64.99782
"3896","Perseverance Bay","NF","Zi","11/24/23","CC","9/19/23","RHMA","E2-268","H",22.17,"1.15","35","1.5","33.5","G","Y",NA,NA,"MIC","Lily",2023-09-19,"2023","09","19","St. Thomas",18.35087,-64.99782
"3897","Perseverance Bay","NF","Zi","11/24/23","CC","9/19/23","RHMA","E2-269","H",22.36,"1.09","28","0.5","27.5","G","N",NA,NA,"MIC","Nene",2023-09-19,"2023","09","19","St. Thomas",18.35087,-64.99782
"3898","Perseverance Bay","NF","Cu","11/24/23","CC","9/19/23","RHMA","E2-266","H",32,"1.28","43","2","41","G","Y",NA,NA,"MIC","Rickoy",2023-09-19,"2023","09","19","St. Thomas",18.35087,-64.99782
"3899","Perseverance Bay","NF","Cu","11/24/23","CC","10/20/23","RHMA","E2-267","H",22.9,"1.32","39","4","35","G","N",NA,NA,"MIC","Frdericks",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3900","Perseverance Bay","NF","MM","11/24/23","CC","10/20/23","RHMA","E2-524","H",19.25,"1.4.5","26","1.4","24.6","B","N",NA,NA,"MIC","Munoz",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3901","Perseverance Bay","NF","FM","11/24/23","CC","10/20/23","RHMA","E2-525","H",26.14,"1.2","29.6","3.1","26.5","B","Y",NA,NA,"MIC","Lolomelon",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3902","Perseverance Bay","NF","AC","11/24/33","CC","10/20/23","RHMA","E2-526","H",28.6,"1.3","32.4","1.8","30.6","B","Y",NA,NA,"MIC","Muah",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3903","Perseverance Bay","NF","JR","11/24/23","CC","10/20/23","RHMA","E2-527","H",17.34,"1.28","26.8","1.3","25.5","B","Y",NA,NA,"MIC","Blizer",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3904","Perseverance Bay","NF","JR","11/24/23","CC","10/20/23","RHMA","E2-528","H",24.76,"1.41","31.5","1.7","29.8","B","Y",NA,NA,"MIC","John",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3905","Perseverance Bay","NF","JS","11/24/23","CC","10/20/23","RHMA","E2-529","H",28.25,"1.19","32.5","1.5","31","B","Y",NA,NA,"MIC","Blacks",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3906","Perseverance Bay","NF","LG","11/24/23","CC","10/20/23","RHMA","E2-517","H",21.54,"1.31","28.7","1.6","27.1","B","Y",NA,NA,"MIC","Lani",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3907","Perseverance Bay","NF","AC","11/24/23","CC","10/20/23","RHMA","E2-537","H",15.92,"0.93","22","0.5","21.5","G","N",NA,NA,"MIC","Emily",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3908","Perseverance Bay","NF","UH","11/24/23","CC","10/20/23","RHMA","E2-538","H",24.25,"1.21","34.5","0.5","34","G","Y",NA,NA,"MIC","James",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3909","Perseverance Bay","NF","JM","11/24/23","CC","10/20/23","RHMA","E2-540","H",17.46,"1.31","26.5","0.5","26","G","N",NA,NA,"MIC","Ian",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3910","Perseverance Bay","NF","KG","11/24/23","CC","10/20/23","RHMA","E2-534","H",16.41,"1.19","24","0","24","G","N",NA,"DUPLICATE TAG-ID","MIC","Isha",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3911","Perseverance Bay","NF","ZB","11/24/23","CC","10/20/23","RHMA","E2-542","H",17.75,"1.31","24.5","1.5","23","G","N",NA,NA,"MIC","Maria",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3912","Perseverance Bay","NF","JL","11/24/23","CC","10/20/23","RHMA","E2-541","H",16.79,"94","25","1","24","G","N",NA,NA,"MIC","Jamal",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3913","Perseverance Bay","NF","KL","11/24/23","CC","10/20/23","RHMA","E2-543","H",15.57,"1.09","23","1","22","G","N",NA,NA,"MIC","Grovey",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3914","Perseverance Bay","NF","BM","11/24/23","CC","10/20/23","RHMA","E2-533","H",19.35,"1.25","26","3","23","G","Y",NA,NA,"MIC","laylay dan ir",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3915","Perseverance Bay","NF","SH","11/24/23","CC","10/20/23","RHMA","E2-534","H",21.05,"1.28","28","0.5","27.5","G","N",NA,"DUPLICATE TAG-ID","MIC","cookie",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3916","Perseverance Bay","NF","SJ","11/24/23","CC","10/20/23","RHMA","E2-531","H",21.68,"1.4","29","2","27","G","Y",NA,NA,"MIC","grace",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3917","Perseverance Bay","NF","LH","11/24/23","CC","10/20/23","RHMA","E2-532","H",16.16,"1.6","27","2","25","G","N",NA,NA,"MIC","nena",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3918","Perseverance Bay","NF","AP","11/24/23","CC","10/20/23","RHMA","E2-535","H",24.95,"1.5","29","1","28","G","Y",NA,NA,"MIC","rex",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3919","Perseverance Bay","NF","JJ","11/24/23","CC","10/20/23","RHMA","E2-530","H",18.29,"1.41","29.1","1.1","28","G","N",NA,NA,"MIC","jj",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3920","Perseverance Bay","NF","WB","11/24/23","CC","10/20/23","RHMA","E2-536","H",18,"1.42","27","2","25","G","N",NA,NA,"MIC","walito",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3921","Perseverance Bay","NF","SW","11/24/23","CC","10/20/23","RHMA","E2-545","H",24.1,"1.3","30","1.9","28.1","G","Y",NA,NA,"MIC","worm",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3922","Perseverance Bay","NF","KH","11/24/23","CC","10/20/23","RHMA","E2-550","H",21.8,"1.19","30","1","29","G","N",NA,NA,"MIC","bella nay",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3923","Perseverance Bay","NF","DC","11/24/23","CC","10/20/23","RHMA","E2-544","H",18.42,"1.23","27","0.5","26.5","G","N",NA,NA,"MIC","kini",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3924","Perseverance Bay","NF","DP","11/24/23","CC","10/20/23","RHMA","E2-549","H",19,"1.04","25.5","0.5","25","G","N",NA,NA,"MIC","rex",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3925","Perseverance Bay","NF","SL","11/24/23","CC","10/20/23","RHMA","E2-548","H",18.22,"1.3","29","0.5","28.5","G","N",NA,NA,"MIC","srove",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3926","Perseverance Bay","NF","PT","11/24/23","CC","10/20/23","RHMA","E2-547","H",19.77,"1.4","29.5","2","27.5","G","N",NA,NA,"MIC","sweety",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3927","Perseverance Bay","NF","NS","11/24/23","CC","10/20/23","RHMA","E2-546","H",24.42,"1.37","29","0.5","28.5","G","N",NA,"DUPLICATE TAG-ID","MIC","tijuana",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3928","Perseverance Bay","NF","BP","11/24/23","CC","10/20/23","RHMA","E2-501","H",25.72,"1.2","36","3.5","32.5","G","Y",NA,"DUPLICATE","MIC","bad bunny",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3929","Perseverance Bay","NF","BP","11/24/23","CC","10/20/23","RHMA","E2-502","H",33.26,"1.43","35.5","1","34.5","G","N",NA,NA,"MIC","chicken",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3930","Perseverance Bay","NF","JA","11/24/23","CC","10/20/23","RHMA","E2-503","H",25.87,"1.25","32.5","1.5","31","G","N",NA,NA,"MIC","jeffrey",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3931","Perseverance Bay","NF","JA","11/24/23","CC","10/20/23","RHMA","E2-504","H",23.27,"1.25","29","2","27","G","N",NA,NA,"MIC","jebidiah",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3932","Perseverance Bay","NF","MT","11/24/23","CC","10/20/23","RHMA","E2-522","H",18.75,"1.25","25","1.6","23.4","G","N",NA,NA,"MIC","drake",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3933","Perseverance Bay","NF","MT","11/24/23","CC","10/20/23","RHMA","E2-523","H",24.92,"1.38","29","2","27","G","Y",NA,NA,"MIC","fish",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3934","Perseverance Bay","NF","JO","11/24/23","CC","10/20/23","RHMA","E2-518","H",22.08,"9.5","27.5","1.5","26","G","N",NA,NA,"MIC","Star light",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3935","Perseverance Bay","NF","JA","11/24/23","CC","10/20/23","RHMA","E2-509","H",23.5,"9","32","2","30","G","Y",NA,NA,"MIC","Black man",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3936","Perseverance Bay","NF","Jos","11/24/23","CC","10/20/23","RHMA","E2-510","H",22,"1.3","27.5","2.5","25","G","N",NA,NA,"MIC","White man",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3937","Perseverance Bay","NF","JO","11/24/23","CC","10/20/23","RHMA","E2-519","H",21.65,"9.6","28.5","2.5","26","G","Y",NA,NA,"MIC","Canva",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3938","Perseverance Bay","NF","TY","11/24/23","CC","10/20/23","RHMA","E2-515","H",24.82,"1","30","1","29","G","Y",NA,NA,"MIC","Howard",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3939","Perseverance Bay","NF","TY","11/24/23","CC","10/20/23","RHMA","E2-516","H",24.87,"9","33","1","32","G","Y",NA,NA,"MIC","Trap baby",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3940","Perseverance Bay","NF","JE","11/24/23","CC","10/20/23","RHMA","E2-511","H",21.09,"1.14","28.1","1.3","26.8","G","Y",NA,"Light type of green","MIC","Jenna Wenna",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3941","Perseverance Bay","NF","SI","11/24/23","CC","10/20/23","RHMA","E2-513","H",22.38,"1.16","28.7","1.4","27.3","G","Y",NA,NA,"MIC","Chicalica",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3942","Perseverance Bay","NF","JE","11/24/23","CC","10/20/23","RHMA","E2-512","H",29.88,"1.31","34.6","1.6","33","G","Y",NA,"Dark type of green","MIC","Jequana",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3943","Perseverance Bay","NF","SI","11/24/23","CC","10/20/23","RHMA","E2-514","H",33.18,"1.27","39","2","37","G","Y",NA,NA,"MIC","Adenna",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3944","Perseverance Bay","NF","KE","11/24/23","CC","10/20/23","RHMA","E2-506","H",26.77,"1.04","32.3","1.9","30.4","G","Y",NA,NA,"MIC","Chop",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3945","Perseverance Bay","NF","KE","11/24/23","CC","10/20/23","RHMA","E2-505","H",27.49,"1.04","29.1","1.6","27.5","G","Y",NA,NA,"MIC","Stick",2023-10-20,"2023","10","20","St. Thomas",18.35087,-64.99782
"3946","Perseverance Bay","HH","Joel Johnson","13/02/2024","CC","09/02/2024","RHMA","E2-553","H",18.15,"12.2","29.6","2","27.6","G","Y",NA,NA,"MIC","SLIME",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3947","Perseverance Bay","HH","Dashe' Duncan","13/02/2024","CC","09/02/2024","RHMA","E2-557","H",17.09,"12.6","24.6","1.5","23.1","G","Y",NA,NA,"MIC","CLOVER",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3948","Perseverance Bay","HH","Sheniqua Spencer","13/02/2024","CC","09/02/2024","RHMA","E2-555","H",14.41,"12.6","20.8","1.3","19.5","G","Y",NA,NA,"MIC","MARIO",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3949","Perseverance Bay","HH","Elyssa Brewley","13/02/2024","CC","09/02/2024","RHMA","E2-560","H",26.83,"14.7","27.5","1.6","25.9","GB","Y",NA,NA,"MIC","IAN!",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3950","Perseverance Bay","HH","Joda Isles","13/02/2024","CC","09/02/2024","RHMA","E2-552","H",8.14,"10","18.1","2","16.1","G","Y",NA,NA,"MIC","ERIC",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3951","Perseverance Bay","HH","Joel Johnson","13/02/2024","CC","09/02/2024","RHMA","E2-554","H",21.78,"14.5","25.7","1.4","24.3","GB","Y",NA,NA,"MIC","NACH",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3952","Perseverance Bay","HH","Joda Isles","13/02/2024","CC","09/02/2024","RHMA","E2-551","H",13.54,"9.7","19.7","1.2","18.5","G","Y",NA,NA,"MIC","SYLVIA",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3953","Perseverance Bay","HH","Dashe's Duncan","13/02/2024","CC","09/02/2024","RHMA","E2-558","H",14.53,"11.6","23.9","1.1","22.8","G","Y",NA,NA,"MIC","SOFIA",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3954","Perseverance Bay","HH","Elyssa Brewley","13/02/2024","CC","09/02/2024","RHMA","E2-559","H",24.61,"14.3","26.8","1.4","25.4","G","Y",NA,NA,"MIC","CHI-CHI MAMA",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3955","Perseverance Bay","HH","Sheniqua Spencer","13/02/2024","CC","09/02/2024","RHMA","E2-556","H",11.14,"11.1","24.4","1.9","22.5","G","Y",NA,NA,"MIC","LUIGI",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3956","Perseverance Bay","HH","Ta'Keyia Richards","13/02/2024","CC","09/02/2024","RHMA","E2-566","H",13.52,"13.7","22","1.2","20.8","G","Y",NA,NA,"MIC","NAHIMA",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3957","Perseverance Bay","HH","Ta'Keyia Richards","13/02/2024","CC","09/02/2024","RHMA","E2-565","H",12.81,"9.5","25","1","24","G","Y",NA,NA,"MIC","KYMORA",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3958","Perseverance Bay","HH","Elianny Febres","13/02/2024","CC","09/02/2024","RHMA","E2-568","H",22.2,"15.1","33","6.5","26.5","G","Y",NA,"TWO LEAVES","MIC","LILY",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3959","Perseverance Bay","HH","Elianny Febres","13/02/2024","CC","09/02/2024","RHMA","E2-567","H",26.25,"14.2","34.5","1.5","33","G","Y",NA,NA,"MIC","RICKY",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3960","Perseverance Bay","HH","Nemaia Lebroin","13/02/2024","CC","09/02/2024","RHMA","E2-561","H",17.01,"13.9","22.5","1.5","21","G","Y",NA,NA,"MIC","RODARIUS",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3961","Perseverance Bay","HH","Nemaia Lebroin","13/02/2024","CC","09/02/2024","RHMA","E2-562","H",13.89,"13.2","23.5","1.5","22","G","N",NA,NA,"MIC","EGG",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3962","Perseverance Bay","HH","Asher Fox","13/02/2024","CC","09/02/2024","RHMA","E2-570","H",14,"12.5","21.9","2.4","19.5","G","Y",NA,NA,"MIC","TOM",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3963","Perseverance Bay","HH","Asher Fox","13/02/2024","CC","09/02/2024","RHMA","E2-569","H",3.94,"8.4","13.7","0.7","13","G","N",NA,NA,"MIC","JERRY",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3964","Perseverance Bay","HH","Dream Allen","13/02/2024","CC","09/02/2024","RHMA","E2-564","H",26.85,"14","32","0.9","31.1","G","Y",NA,NA,"MIC","COOKIE",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"3965","Perseverance Bay","NF","NF, SH,HH","02/06/2024","3""TP","1/31/2024","RHMA","5037","H",12.81,"10.3","23.8","1.5","22.3","G","N","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3966","Perseverance Bay","NF","NF, SH,HH","02/06/2024","3""TP","1/31/2024","RHMA","5038","H",21.71,"12.6","31.4","1.8","29.6","G","N","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3967","Perseverance Bay","NF","NF, SH,HH","02/06/2024","3""TP","1/31/2024","RHMA","5039","H",19.53,"13","24.7","1.5","23.2","G","Y","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3968","Perseverance Bay","NF","NF, SH,HH","02/06/2024","3""TP","1/31/24","RHMA","5040","H",22.54,"13","27.7","1","26.7","G","Y","Y","BROKEN PLUMULE","N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3969","Perseverance Bay","NF","NF, SH,HH","02/06/2024","3""TP","1/31/2024","RHMA","5041","H",7.68,"9.9","16.2","1.2","15","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3970","Perseverance Bay","NF","NF, SH,HH","02/06/2024","3""TP","1/31/2024","RHMA","5042","H",29.28,"13","31.2","0.2","31","G","Y","N","BROKEN PLUMULE","N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3971","Perseverance Bay","NF","NF, SH,HH","02/06/2024","3""TP","1/31/2024","RHMA","5043","H",8.25,"9.5","17","1","16","G","N","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3972","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5084","H",28.54,"15.3","30.1","1.6","28.5","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3973","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5085","H",34.68,"14.3","43.4","5.9","37.5","G","Y","Y","1ST SET OF LEAVES, 2 LEAVES","N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3974","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5086","H",25,"14.4","28.1","3.7","24.4","G","Y","Y","1ST SET OF LEAVES, 2 LEAVES","N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3975","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5087","H",17.63,"13.7","26.7","2.5","24.2","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3976","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5088","H",40.65,"15.5","45.3","2","43.3","G","Y","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3977","Perseverance Bay","NF","NF, SH,HH","02/06/2024","3""TP","1/31/2024","RHMA","5049","H",9.39,"10","17.6","1.1","16.5","G","Y","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3978","Perseverance Bay","NF","NF, SH,HH","02/06/2024","3""TP","1/31/2024","RHMA","5050","H",21.44,"12","29","1.5","27.5","G","N","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"3979","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3736B","H",26.89,"14.8","34.1","2.1","32","G","Y","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3980","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3737B","H",25.5,"13.6","38","2","36","G","Y","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3981","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3738B","H",19.51,"13.3","27.3","1.4","25.9","G","N","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3982","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3739B","H",19.83,"14.1","31","1.5","29.5","G","N","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3983","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3740B","H",21.5,"14.1","30.7","1.6","29.1","G","N","Y","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3984","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3741B","H",12.59,"11.9","22.9","1.5","21.4","G","N","Y","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3985","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3742B","H",12.15,"11.4","23.8","1.4","22.4","G","N","Y","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3986","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3743B","H",19.06,"12.5","31.8","1.7","30.1","G","N","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3987","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3744B","H",31.94,"14.6","37.3","2","35.3","G","N","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3988","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3745B","H",36,"14.8","41.3","2.1","39.2","G","Y","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3989","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3746B","H",16.34,"13.1","28.6","1.8","26.8","G","N","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3990","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3747B","H",13.89,"11.6","27","1.5","25.5","G","N","Y","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3991","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3748B","H",17.91,"12.7","28.6","1.6","27","G","N","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"3992","Perseverance Bay","LG","Kyle Benjamin","2/15/2024","CC","02/09/2024","RHMA","E2-822","H",22.53,"12.6","31.2","0.2","31","G","Y",NA,NA,"MIC","Ferb",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"3993","Perseverance Bay","LG","Jaden Alexander","2/15/2024","CC","02/09/2024","RHMA","E2-826","H",14.6,"7.3","13.8","1.2","12.6","G","N",NA,NA,"MIC","Mike",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"3994","Perseverance Bay","LG","Jaden Alexander","2/15/2024","CC","02/09/2024","RHMA","E2-827","H",19.13,"10.4","18.1","1.2","16.9","G","N",NA,"DUPLICATE TAG-ID","MIC","Ted",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"3995","Perseverance Bay","LG","Don St. Fleu","2/15/2024","CC","02/09/2024","RHMA","E2-817","H",14.55,"10","24.5","2","22.5","BG","N",NA,NA,"MIC","Itami",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"3996","Perseverance Bay","LG","Surin Alain","2/15/2024","CC","02/09/2024","RHMA","E2-818","H",33.9,"15","30","3","27","BG","Y",NA,NA,"MIC","Porchy",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"3997","Perseverance Bay","LG","Surin Alain","2/15/2024","CC","02/09/2024","RHMA","E2-819","H",24.29,"11.7","32","0.5","31.5","BG","N",NA,NA,"MIC","Letheal",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"3998","Perseverance Bay","LG","Mikeala Benjamin","2/15/2024","CC","02/09/2024","RHMA","E2-820","H",7.77,"8.5","27","3.1","23.9","BG","N",NA,NA,"MIC","Plan A",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"3999","Perseverance Bay","LG","Mikeala Benjamin","2/15/2024","CC","02/09/2024","RHMA","E2-821","H",20.28,"13.1","26.5","1.5","25","BG","Y",NA,NA,"MIC","Stemy",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4000","Perseverance Bay","LG","Denelle A Luke","2/15/2024","CC","02/09/2024","RHMA","E2-850","H",9.72,"10.9","18.5","1.5","17","BG","N",NA,NA,"MIC","Ty",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4001","Perseverance Bay","MH","MH","11/05/2024","CC","10/26/2024","RHMA","3758B","H",33,"14.4","35.9","1.9","34","G","N","N","duplicate numbers added B to tags",NA,NA,2024-10-26,"2024","10","26","St. Thomas",18.35087,-64.99782
"4002","Perseverance Bay","MA","MA, LG","02/07/2024","4""TP","1/31/2024","RHMA","5074","H",17.87,"13.3","22.1","1","21.1","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4003","Perseverance Bay","MA","MA, LG","02/07/2024","4""TP","1/31/2024","RHMA","5075","H",15.79,"12","25","1","24","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
